character,category,url,filepath,character_encoder
聋,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_EFB0.svg,hanzi_img/聋\jiaguwen-45_EFB0.jpg,783
爽,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E660.svg,hanzi_img/爽\jiaguwen-43_E660.jpg,642
爽,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E667.svg,hanzi_img/爽\jiaguwen-43_E667.jpg,642
爽,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E66B.svg,hanzi_img/爽\jiaguwen-43_E66B.jpg,642
戚,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_EFE3.svg,hanzi_img/戚\jiaguwen-45_EFE3.jpg,446
戚,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_EFE4.svg,hanzi_img/戚\jiaguwen-45_EFE4.jpg,446
曹,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EB4B.svg,hanzi_img/曹\jiaguwen-42_EB4B.jpg,513
曹,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E39E.svg,hanzi_img/曹\jiaguwen-42_E39E.jpg,513
啬,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E958.svg,hanzi_img/啬\jiaguwen-42_E958.jpg,230
啬,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E956.svg,hanzi_img/啬\jiaguwen-42_E956.jpg,230
啬,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E962.svg,hanzi_img/啬\jiaguwen-42_E962.jpg,230
婪,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EDC0.svg,hanzi_img/婪\jiaguwen-43_EDC0.jpg,305
梦,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F346.svg,hanzi_img/梦\jiaguwen-42_F346.jpg,551
梦,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F347.svg,hanzi_img/梦\jiaguwen-42_F347.jpg,551
梦,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F34E.svg,hanzi_img/梦\jiaguwen-42_F34E.jpg,551
萑,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2B4.svg,hanzi_img/萑\jiaguwen-41_E2B4.jpg,825
萑,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2B5.svg,hanzi_img/萑\jiaguwen-41_E2B5.jpg,825
萑,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2B9.svg,hanzi_img/萑\jiaguwen-41_E2B9.jpg,825
萌,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2BA.svg,hanzi_img/萌\jiaguwen-41_E2BA.jpg,824
萌,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2BB.svg,hanzi_img/萌\jiaguwen-41_E2BB.jpg,824
黄,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E6D0.svg,hanzi_img/黄\jiaguwen-43_E6D0.jpg,1000
黄,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F33E.svg,hanzi_img/黄\jiaguwen-43_F33E.jpg,1000
黄,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F341.svg,hanzi_img/黄\jiaguwen-43_F341.jpg,1000
娶,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_ECA1.svg,hanzi_img/娶\jiaguwen-43_ECA1.jpg,302
基,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E7C9.svg,hanzi_img/基\jiaguwen-45_E7C9.jpg,250
掸,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EC4A.svg,hanzi_img/掸\jiaguwen-43_EC4A.jpg,460
教,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F2CB.svg,hanzi_img/教\jiaguwen-41_F2CB.jpg,468
教,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F2D5.svg,hanzi_img/教\jiaguwen-41_F2D5.jpg,468
埠,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E7D3.svg,hanzi_img/埠\jiaguwen-41_E7D3.jpg,249
埠,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E7D2.svg,hanzi_img/埠\jiaguwen-41_E7D2.jpg,249
舂,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F19A.svg,hanzi_img/舂\jiaguwen-42_F19A.jpg,807
舂,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F19C.svg,hanzi_img/舂\jiaguwen-42_F19C.jpg,807
舂,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F19D.svg,hanzi_img/舂\jiaguwen-42_F19D.jpg,807
彗,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F5AB.svg,hanzi_img/彗\jiaguwen-41_F5AB.jpg,412
继,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_F0D3.svg,hanzi_img/继\jiaguwen-45_F0D3.jpg,762
绥,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F104.svg,hanzi_img/绥\jiaguwen-43_F104.jpg,761
桑,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EBA4.svg,hanzi_img/桑\jiaguwen-42_EBA4.jpg,550
桑,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EBA3.svg,hanzi_img/桑\jiaguwen-42_EBA3.jpg,550
通,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E8C9.svg,hanzi_img/通\jiaguwen-41_E8C9.jpg,902
通,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E8CA.svg,hanzi_img/通\jiaguwen-41_E8CA.jpg,902
娘,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_F0BC.svg,hanzi_img/娘\jiaguwen-45_F0BC.jpg,298
娩,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E4C5.svg,hanzi_img/娩\jiaguwen-45_E4C5.jpg,301
娩,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E4BF.svg,hanzi_img/娩\jiaguwen-45_E4BF.jpg,301
娩,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E4C9.svg,hanzi_img/娩\jiaguwen-45_E4C9.jpg,301
娥,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_ED13.svg,hanzi_img/娥\jiaguwen-43_ED13.jpg,300
娠,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E257.svg,hanzi_img/娠\jiaguwen-44_E257.jpg,299
姬,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_F0BD.svg,hanzi_img/姬\jiaguwen-45_F0BD.jpg,297
陷,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2F4.svg,hanzi_img/陷\jiaguwen-41_E2F4.jpg,939
陷,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2F9.svg,hanzi_img/陷\jiaguwen-41_E2F9.jpg,939
陷,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2FC.svg,hanzi_img/陷\jiaguwen-41_E2FC.jpg,939
陴,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F4E1.svg,hanzi_img/陴\jiaguwen-43_F4E1.jpg,938
祟,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E18A.svg,hanzi_img/祟\jiaguwen-41_E18A.jpg,728
祟,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E18D.svg,hanzi_img/祟\jiaguwen-41_E18D.jpg,728
祟,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E01A.svg,hanzi_img/祟\jiaguwen-45_E01A.jpg,728
剥,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E265.svg,hanzi_img/剥\jiaguwen-42_E265.jpg,151
宰,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F205.svg,hanzi_img/宰\jiaguwen-42_F205.jpg,337
宰,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F206.svg,hanzi_img/宰\jiaguwen-42_F206.jpg,337
宰,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F20A.svg,hanzi_img/宰\jiaguwen-42_F20A.jpg,337
宾,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_ECDC.svg,hanzi_img/宾\jiaguwen-42_ECDC.jpg,339
宾,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_ECE3.svg,hanzi_img/宾\jiaguwen-42_ECE3.jpg,339
宾,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_ECFD.svg,hanzi_img/宾\jiaguwen-42_ECFD.jpg,339
家,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F1AB.svg,hanzi_img/家\jiaguwen-42_F1AB.jpg,338
家,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F1AC.svg,hanzi_img/家\jiaguwen-42_F1AC.jpg,338
家,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F1AE.svg,hanzi_img/家\jiaguwen-42_F1AE.jpg,338
浸,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E857.svg,hanzi_img/浸\jiaguwen-43_E857.jpg,607
涂,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E819.svg,hanzi_img/涂\jiaguwen-43_E819.jpg,608
涉,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E983.svg,hanzi_img/涉\jiaguwen-43_E983.jpg,609
酒,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E15A.svg,hanzi_img/酒\jiaguwen-44_E15A.jpg,913
酒,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E15B.svg,hanzi_img/酒\jiaguwen-44_E15B.jpg,913
涛,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E8F2.svg,hanzi_img/涛\jiaguwen-43_E8F2.jpg,610
益,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E60D.svg,hanzi_img/益\jiaguwen-42_E60D.jpg,700
恙,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E044.svg,hanzi_img/恙\jiaguwen-42_E044.jpg,432
羞,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F809.svg,hanzi_img/羞\jiaguwen-43_F809.jpg,772
羞,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F80A.svg,hanzi_img/羞\jiaguwen-43_F80A.jpg,772
羞,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F815.svg,hanzi_img/羞\jiaguwen-43_F815.jpg,772
畜,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_F149.svg,hanzi_img/畜\jiaguwen-45_F149.jpg,680
旅,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EE41.svg,hanzi_img/旅\jiaguwen-42_EE41.jpg,480
旅,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EE45.svg,hanzi_img/旅\jiaguwen-42_EE45.jpg,480
旅,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EE43.svg,hanzi_img/旅\jiaguwen-42_EE43.jpg,480
旁,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E08B.svg,hanzi_img/旁\jiaguwen-41_E08B.jpg,479
旁,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E08F.svg,hanzi_img/旁\jiaguwen-41_E08F.jpg,479
竞,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E011.svg,hanzi_img/竞\jiaguwen-45_E011.jpg,743
竞,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_EC98.svg,hanzi_img/竞\jiaguwen-41_EC98.jpg,743
竞,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F776.svg,hanzi_img/竞\jiaguwen-42_F776.jpg,743
颃,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E72A.svg,hanzi_img/颃\jiaguwen-43_E72A.jpg,963
唐,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E5DD.svg,hanzi_img/唐\jiaguwen-41_E5DD.jpg,226
唐,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E5DC.svg,hanzi_img/唐\jiaguwen-41_E5DC.jpg,226
效,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F1E4.svg,hanzi_img/效\jiaguwen-41_F1E4.jpg,466
疰,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E618.svg,hanzi_img/疰\jiaguwen-42_E618.jpg,686
疰,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E800.svg,hanzi_img/疰\jiaguwen-45_E800.jpg,686
疰,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E803.svg,hanzi_img/疰\jiaguwen-45_E803.jpg,686
疾,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F38C.svg,hanzi_img/疾\jiaguwen-42_F38C.jpg,688
疾,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F38E.svg,hanzi_img/疾\jiaguwen-42_F38E.jpg,688
疾,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_EB25.svg,hanzi_img/疾\jiaguwen-45_EB25.jpg,688
疴,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_F5DB.svg,hanzi_img/疴\jiaguwen-45_F5DB.jpg,687
座,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EF6A.svg,hanzi_img/座\jiaguwen-42_EF6A.jpg,393
亳,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E88D.svg,hanzi_img/亳\jiaguwen-42_E88D.jpg,58
高,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E876.svg,hanzi_img/高\jiaguwen-42_E876.jpg,977
挛,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F0DC.svg,hanzi_img/挛\jiaguwen-43_F0DC.jpg,458
挛,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F0D1.svg,hanzi_img/挛\jiaguwen-43_F0D1.jpg,458
挛,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F0D5.svg,hanzi_img/挛\jiaguwen-43_F0D5.jpg,458
馀,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E3D8.svg,hanzi_img/馀\jiaguwen-41_E3D8.jpg,968
馀,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E3DE.svg,hanzi_img/馀\jiaguwen-41_E3DE.jpg,968
馀,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E3D7.svg,hanzi_img/馀\jiaguwen-41_E3D7.jpg,968
逢,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E9BB.svg,hanzi_img/逢\jiaguwen-41_E9BB.jpg,904
卿,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E113.svg,hanzi_img/卿\jiaguwen-43_E113.jpg,179
朕,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_ED26.svg,hanzi_img/朕\jiaguwen-41_ED26.jpg,521
朕,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F6F7.svg,hanzi_img/朕\jiaguwen-42_F6F7.jpg,521
朕,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F6F8.svg,hanzi_img/朕\jiaguwen-42_F6F8.jpg,521
鬯,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E739.svg,hanzi_img/鬯\jiaguwen-42_E739.jpg,980
鬯,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E733.svg,hanzi_img/鬯\jiaguwen-42_E733.jpg,980
鬯,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E71E.svg,hanzi_img/鬯\jiaguwen-42_E71E.jpg,980
奚,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E762.svg,hanzi_img/奚\jiaguwen-43_E762.jpg,279
奚,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E767.svg,hanzi_img/奚\jiaguwen-43_E767.jpg,279
奚,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E768.svg,hanzi_img/奚\jiaguwen-43_E768.jpg,279
豹,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E5AE.svg,hanzi_img/豹\jiaguwen-42_E5AE.jpg,872
豹,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E5B0.svg,hanzi_img/豹\jiaguwen-42_E5B0.jpg,872
豹,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E5B1.svg,hanzi_img/豹\jiaguwen-42_E5B1.jpg,872
般,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F710.svg,hanzi_img/般\jiaguwen-42_F710.jpg,812
殷,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E653.svg,hanzi_img/殷\jiaguwen-45_E653.jpg,570
徒,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E325.svg,hanzi_img/徒\jiaguwen-45_E325.jpg,423
射,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E816.svg,hanzi_img/射\jiaguwen-42_E816.jpg,348
射,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E811.svg,hanzi_img/射\jiaguwen-42_E811.jpg,348
臭,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E4BB.svg,hanzi_img/臭\jiaguwen-43_E4BB.jpg,804
臬,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EAA8.svg,hanzi_img/臬\jiaguwen-42_EAA8.jpg,803
倞,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F4B5.svg,hanzi_img/倞\jiaguwen-42_F4B5.jpg,93
笆,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_EB6E.svg,hanzi_img/笆\jiaguwen-45_EB6E.jpg,748
笆,jiaguwen,https://img.zdic.net/zy/jiaguwen/45_E520.svg,hanzi_img/笆\jiaguwen-45_E520.jpg,748
秫,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F0D6.svg,hanzi_img/秫\jiaguwen-42_F0D6.jpg,737
乘,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EA57.svg,hanzi_img/乘\jiaguwen-42_EA57.jpg,32
乘,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EA58.svg,hanzi_img/乘\jiaguwen-42_EA58.jpg,32
氧,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F260.svg,hanzi_img/氧\jiaguwen-41_F260.jpg,578
眚,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F513.svg,hanzi_img/眚\jiaguwen-41_F513.jpg,713
眚,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F48F.svg,hanzi_img/眚\jiaguwen-41_F48F.jpg,713
钺,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EF8C.svg,hanzi_img/钺\jiaguwen-43_EF8C.jpg,919
钺,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EF8B.svg,hanzi_img/钺\jiaguwen-43_EF8B.jpg,919
哼,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E196.svg,hanzi_img/哼\jiaguwen-43_E196.jpg,225
晕,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EDD0.svg,hanzi_img/晕\jiaguwen-42_EDD0.jpg,504
晁,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2BA.svg,hanzi_img/晁\jiaguwen-41_E2BA.jpg,502
晁,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E2BC.svg,hanzi_img/晁\jiaguwen-41_E2BC.jpg,502
监,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F690.svg,hanzi_img/监\jiaguwen-42_F690.jpg,702
监,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F692.svg,hanzi_img/监\jiaguwen-42_F692.jpg,702
殊,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E2C0.svg,hanzi_img/殊\jiaguwen-44_E2C0.jpg,568
殊,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E2BF.svg,hanzi_img/殊\jiaguwen-44_E2BF.jpg,568
逐,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E8F6.svg,hanzi_img/逐\jiaguwen-41_E8F6.jpg,901
逐,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E917.svg,hanzi_img/逐\jiaguwen-41_E917.jpg,901
逐,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E918.svg,hanzi_img/逐\jiaguwen-41_E918.jpg,901
硁,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E203.svg,hanzi_img/硁\jiaguwen-43_E203.jpg,718
硁,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E208.svg,hanzi_img/硁\jiaguwen-43_E208.jpg,718
硁,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E20D.svg,hanzi_img/硁\jiaguwen-43_E20D.jpg,718
夏,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EDF4.svg,hanzi_img/夏\jiaguwen-42_EDF4.jpg,262
夏,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EDF5.svg,hanzi_img/夏\jiaguwen-42_EDF5.jpg,262
配,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E2DB.svg,hanzi_img/配\jiaguwen-44_E2DB.jpg,912
配,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E15D.svg,hanzi_img/配\jiaguwen-44_E15D.jpg,912
贾,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_ECD1.svg,hanzi_img/贾\jiaguwen-42_ECD1.jpg,879
贾,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_ECD7.svg,hanzi_img/贾\jiaguwen-42_ECD7.jpg,879
栗,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F008.svg,hanzi_img/栗\jiaguwen-42_F008.jpg,548
栗,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F006.svg,hanzi_img/栗\jiaguwen-42_F006.jpg,548
鬲,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_EDC7.svg,hanzi_img/鬲\jiaguwen-41_EDC7.jpg,981
鬲,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_EDC9.svg,hanzi_img/鬲\jiaguwen-41_EDC9.jpg,981
鬲,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_EDCA.svg,hanzi_img/鬲\jiaguwen-41_EDCA.jpg,981
速,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E981.svg,hanzi_img/速\jiaguwen-41_E981.jpg,903
速,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E980.svg,hanzi_img/速\jiaguwen-41_E980.jpg,903
索,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E2CB.svg,hanzi_img/索\jiaguwen-44_E2CB.jpg,756
索,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E2C9.svg,hanzi_img/索\jiaguwen-44_E2C9.jpg,756
桐,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EB11.svg,hanzi_img/桐\jiaguwen-42_EB11.jpg,549
栖,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EBB5.svg,hanzi_img/栖\jiaguwen-43_EBB5.jpg,547
栖,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EBBD.svg,hanzi_img/栖\jiaguwen-43_EBBD.jpg,547
栖,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EBC6.svg,hanzi_img/栖\jiaguwen-43_EBC6.jpg,547
晋,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_ED6D.svg,hanzi_img/晋\jiaguwen-42_ED6D.jpg,503
获,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E4BE.svg,hanzi_img/获\jiaguwen-43_E4BE.jpg,822
莫,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E336.svg,hanzi_img/莫\jiaguwen-41_E336.jpg,821
莫,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E33F.svg,hanzi_img/莫\jiaguwen-41_E33F.jpg,821
莫,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E341.svg,hanzi_img/莫\jiaguwen-41_E341.jpg,821
莽,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EB74.svg,hanzi_img/莽\jiaguwen-42_EB74.jpg,823
盍,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E670.svg,hanzi_img/盍\jiaguwen-42_E670.jpg,701
盍,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E66C.svg,hanzi_img/盍\jiaguwen-42_E66C.jpg,701
壶,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E6D9.svg,hanzi_img/壶\jiaguwen-43_E6D9.jpg,258
壶,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E6D8.svg,hanzi_img/壶\jiaguwen-43_E6D8.jpg,258
壶,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_E6DB.svg,hanzi_img/壶\jiaguwen-43_E6DB.jpg,258
挚,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EC40.svg,hanzi_img/挚\jiaguwen-43_EC40.jpg,457
袁,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F01E.svg,hanzi_img/袁\jiaguwen-41_F01E.jpg,851
袁,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F021.svg,hanzi_img/袁\jiaguwen-41_F021.jpg,851
袁,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F022.svg,hanzi_img/袁\jiaguwen-41_F022.jpg,851
振,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_E946.svg,hanzi_img/振\jiaguwen-41_E946.jpg,459
秦,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F115.svg,hanzi_img/秦\jiaguwen-42_F115.jpg,736
秦,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F116.svg,hanzi_img/秦\jiaguwen-42_F116.jpg,736
秦,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F117.svg,hanzi_img/秦\jiaguwen-42_F117.jpg,736
绝,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E285.svg,hanzi_img/绝\jiaguwen-42_E285.jpg,760
绝,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E289.svg,hanzi_img/绝\jiaguwen-42_E289.jpg,760
绝,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E28C.svg,hanzi_img/绝\jiaguwen-42_E28C.jpg,760
癸,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F765.svg,hanzi_img/癸\jiaguwen-43_F765.jpg,691
癸,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F779.svg,hanzi_img/癸\jiaguwen-43_F779.jpg,691
陟,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_F4B3.svg,hanzi_img/陟\jiaguwen-43_F4B3.jpg,936
眉,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F50B.svg,hanzi_img/眉\jiaguwen-41_F50B.jpg,712
眉,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F500.svg,hanzi_img/眉\jiaguwen-41_F500.jpg,712
眉,jiaguwen,https://img.zdic.net/zy/jiaguwen/41_F50A.svg,hanzi_img/眉\jiaguwen-41_F50A.jpg,712
陡,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EEB3.svg,hanzi_img/陡\jiaguwen-43_EEB3.jpg,937
陡,jiaguwen,https://img.zdic.net/zy/jiaguwen/43_EEB5.svg,hanzi_img/陡\jiaguwen-43_EEB5.jpg,937
屎,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_F55F.svg,hanzi_img/屎\jiaguwen-42_F55F.jpg,360
昼,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E26B.svg,hanzi_img/昼\jiaguwen-44_E26B.jpg,501
昼,jiaguwen,https://img.zdic.net/zy/jiaguwen/44_E26C.svg,hanzi_img/昼\jiaguwen-44_E26C.jpg,501
既,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E6F2.svg,hanzi_img/既\jiaguwen-42_E6F2.jpg,483
既,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_E6F3.svg,hanzi_img/既\jiaguwen-42_E6F3.jpg,483
退,jiaguwen,https://img.zdic.net/zy/jiaguwen/42_EA00.svg,hanzi_img/退\jiaguwen-42_EA00.jpg,899
